CustomerID,first_purchase,last_purchase,total_orders,total_revenue,total_items,day_since_last,churned,avg_order_value,R_score,F_score,M_score,RFM_score,segment
13369,2010-12-09 11:30:00,2010-12-09 11:30:00,1,308.28000000000003,149,365,1,308.28000000000003,1,1,2,112,Lost
13370,2010-12-03 10:26:00,2010-12-03 10:26:00,1,754.87,343,371,1,754.87,1,1,3,113,High value lapsed
13372,2011-09-11 12:46:00,2011-09-11 12:46:00,1,378.64,159,89,0,378.64,2,1,2,212,Lost
13373,2011-03-08 14:35:00,2011-10-10 10:51:00,3,3312.25,1651,60,0,1104.0833333333333,2,3,4,234,At risk
13375,2011-09-12 10:19:00,2011-09-12 10:19:00,1,778.65,442,88,0,778.65,2,1,3,213,High value lapsed
13376,2011-04-19 13:03:00,2011-09-01 16:16:00,3,1019.76,493,99,1,339.92,2,3,3,233,At risk
13379,2011-07-26 12:26:00,2011-11-13 13:45:00,3,572.56,601,26,0,190.85333333333332,3,3,2,332,Loyal customers
13381,2011-02-14 10:10:00,2011-11-08 11:58:00,6,3639.31,2029,31,0,606.5516666666666,3,4,4,344,Loyal customers
13382,2011-03-04 10:03:00,2011-03-04 10:03:00,1,222.99,131,280,1,222.99,1,1,1,111,Lost
13384,2011-06-14 12:47:00,2011-11-09 11:04:00,7,4151.93,2422,30,0,593.1328571428572,3,4,4,344,Loyal customers
13385,2011-01-14 09:52:00,2011-01-14 09:52:00,1,534.57,281,329,1,534.57,1,1,2,112,Lost
13388,2011-07-31 12:52:00,2011-07-31 12:52:00,2,677.1,282,131,1,338.55,2,2,3,223,High value lapsed
13389,2011-04-21 12:12:00,2011-11-28 14:01:00,3,797.96,429,11,0,265.9866666666667,4,3,3,433,Loyal customers
13390,2011-09-26 08:38:00,2011-09-26 08:38:00,1,544.08,224,74,0,544.08,2,1,2,212,Lost
13391,2011-05-20 10:50:00,2011-05-20 10:50:00,1,59.8,4,203,1,59.8,1,1,1,111,Lost
13394,2011-02-03 10:39:00,2011-12-08 11:36:00,8,2520.02,2392,1,0,315.0025,4,4,4,444,Champions
13395,2011-06-07 15:04:00,2011-06-07 15:04:00,1,307.72,336,185,1,307.72,1,1,2,112,Lost
13396,2011-01-24 13:37:00,2011-11-10 16:59:00,2,1360.99,600,29,0,680.495,3,2,3,323,Promising
13397,2011-01-04 13:50:00,2011-09-28 10:56:00,5,1544.13,430,72,0,308.826,2,4,3,243,At risk
13398,2011-05-31 13:17:00,2011-05-31 13:17:00,1,457.34,281,192,1,457.34,1,1,2,112,Lost
13402,2010-12-02 17:12:00,2011-08-04 15:51:00,2,621.23,479,127,1,310.615,2,2,2,222,Lost
13403,2011-11-22 08:28:00,2011-11-22 08:28:00,1,75.0,44,17,0,75.0,4,1,1,411,Promising
13404,2011-05-11 11:57:00,2011-12-08 15:37:00,2,252.49,111,1,0,126.245,4,2,1,421,Promising
13405,2011-01-26 09:27:00,2011-09-26 17:01:00,3,572.451,165,74,0,190.817,2,3,2,232,At risk
13408,2010-12-01 10:39:00,2011-12-08 09:05:00,62,28117.04,16232,1,0,453.5006451612903,4,4,4,444,Champions
13410,2011-02-21 14:38:00,2011-11-15 15:33:00,5,1003.06,518,24,0,200.612,3,4,3,343,Loyal customers
13411,2011-08-24 13:57:00,2011-08-24 13:57:00,1,213.55,72,107,1,213.55,2,1,1,211,Lost
13414,2011-02-16 12:13:00,2011-07-29 11:45:00,3,1390.5,1574,133,1,463.5,2,3,3,233,At risk
13416,2011-09-19 14:43:00,2011-10-27 08:56:00,2,712.5,142,43,0,356.25,3,2,3,323,Promising
13417,2011-05-18 16:26:00,2011-12-05 08:49:00,2,640.83,162,4,0,320.415,4,2,2,422,Promising
13418,2010-12-02 10:45:00,2011-11-28 10:23:00,18,6127.43,3918,11,0,340.4127777777778,4,4,4,444,Champions
13419,2011-10-07 12:49:00,2011-10-07 12:49:00,1,221.06,275,63,0,221.06,2,1,1,211,Lost
13420,2011-06-22 11:35:00,2011-07-13 08:48:00,2,159.85,101,149,1,79.925,1,2,1,121,Lost
13421,2011-02-22 15:46:00,2011-10-30 14:21:00,2,1833.71,1128,40,0,916.855,3,2,4,324,Promising
13422,2011-10-06 13:42:00,2011-10-06 13:42:00,1,2626.3,1326,64,0,2626.3,2,1,4,214,High value lapsed
13425,2011-02-18 08:34:00,2011-08-23 17:13:00,3,1624.21,1123,108,1,541.4033333333333,2,3,3,233,At risk
13426,2010-12-15 12:43:00,2011-12-09 08:59:00,10,3641.32,2245,0,0,364.132,4,4,4,444,Champions
13427,2011-05-08 15:58:00,2011-11-20 13:02:00,3,582.6,545,19,0,194.20000000000002,3,3,2,332,Loyal customers
13428,2011-11-29 14:20:00,2011-11-29 14:20:00,1,201.78,151,10,0,201.78,4,1,1,411,Promising
13429,2011-09-25 15:59:00,2011-11-29 09:10:00,4,1006.8,1390,10,0,251.7,4,3,3,433,Loyal customers
13430,2011-09-14 14:26:00,2011-11-21 08:19:00,2,679.45,751,18,0,339.725,3,2,3,323,Promising
13431,2011-09-12 11:25:00,2011-10-03 13:49:00,2,1269.1,672,67,0,634.55,2,2,3,223,High value lapsed
13434,2011-09-04 10:35:00,2011-09-26 14:30:00,2,534.24,300,74,0,267.12,2,2,2,222,Lost
13435,2011-06-03 17:07:00,2011-12-04 14:45:00,7,3809.8900000000003,2129,5,0,544.2700000000001,4,4,4,444,Champions
13436,2011-12-08 10:33:00,2011-12-08 10:33:00,1,196.89,76,1,0,196.89,4,1,1,411,Promising
13437,2011-06-02 14:30:00,2011-11-25 14:00:00,7,3408.06,1283,14,0,486.86571428571426,4,4,4,444,Champions
13439,2011-03-29 14:20:00,2011-03-29 14:20:00,1,283.71,242,255,1,283.71,1,1,1,111,Lost
13441,2011-09-09 09:38:00,2011-09-09 09:38:00,1,296.64,204,91,1,296.64,2,1,1,211,Lost
13447,2011-11-04 10:10:00,2011-11-16 13:38:00,3,1129.14,584,23,0,376.38000000000005,3,3,3,333,Loyal customers
13448,2010-12-01 10:52:00,2011-11-23 12:33:00,6,3534.69,1648,16,0,589.115,4,4,4,444,Champions
13449,2011-11-16 08:28:00,2011-11-16 08:28:00,1,291.88,222,23,0,291.88,3,1,1,311,Promising
13450,2011-05-05 19:48:00,2011-11-13 11:54:00,6,2043.7199999999998,1982,26,0,340.61999999999995,3,4,4,344,Loyal customers
13451,2011-01-09 15:35:00,2011-11-13 15:58:00,5,2898.2599999999998,2128,26,0,579.6519999999999,3,4,4,344,Loyal customers
13452,2011-03-14 11:38:00,2011-03-25 14:19:00,2,590.0,2,259,1,295.0,1,2,2,122,Lost
13453,2011-02-23 09:44:00,2011-06-27 09:34:00,2,356.97999999999996,134,165,1,178.48999999999998,1,2,2,122,Lost
13455,2010-12-08 13:11:00,2011-11-15 11:21:00,2,1058.34,354,24,0,529.17,3,2,3,323,Promising
13456,2011-05-16 15:34:00,2011-11-22 09:18:00,6,1766.72,765,17,0,294.4533333333333,4,4,4,444,Champions
13458,2010-12-15 12:05:00,2011-12-02 15:29:00,14,9646.57,5508,7,0,689.0407142857142,4,4,4,444,Champions
13460,2011-10-21 09:50:00,2011-11-10 17:17:00,2,183.44,286,29,0,91.72,3,2,1,321,Promising
13461,2011-06-29 10:23:00,2011-11-01 09:01:00,3,1445.0,1170,38,0,481.6666666666667,3,3,3,333,Loyal customers
13462,2011-04-01 11:20:00,2011-04-01 11:20:00,1,151.5,62,252,1,151.5,1,1,1,111,Lost
13464,2011-10-12 15:01:00,2011-10-12 15:01:00,1,674.68,403,58,0,674.68,2,1,3,213,High value lapsed
13466,2011-06-08 16:39:00,2011-06-08 16:39:00,1,307.9,259,184,1,307.9,1,1,2,112,Lost
13467,2011-11-03 16:56:00,2011-11-29 10:01:00,2,1071.91,580,10,0,535.955,4,2,3,423,Promising
13468,2010-12-01 15:08:00,2011-12-08 10:39:00,37,5704.97,2589,1,0,154.1883783783784,4,4,4,444,Champions
13470,2011-08-16 17:06:00,2011-09-01 14:57:00,2,165.0,100,99,1,82.5,2,2,1,221,Lost
13471,2011-10-23 13:10:00,2011-12-08 15:44:00,4,2501.84,1583,1,0,625.46,4,3,4,434,Loyal customers
13473,2011-01-11 08:45:00,2011-10-10 11:20:00,2,422.64,266,60,0,211.32,2,2,2,222,Lost
13474,2011-04-17 13:53:00,2011-04-17 13:53:00,1,226.84,129,236,1,226.84,1,1,1,111,Lost
13475,2011-02-14 12:36:00,2011-06-01 13:52:00,4,1431.78,1012,191,1,357.945,1,3,3,133,Lost
13476,2011-03-03 14:43:00,2011-06-14 12:00:00,2,1238.47,417,178,1,619.235,1,2,3,123,High value lapsed
13477,2011-02-21 12:29:00,2011-11-02 12:04:00,6,1454.58,1021,37,0,242.42999999999998,3,4,3,343,Loyal customers
13479,2011-04-19 11:27:00,2011-05-23 10:45:00,2,300.95,134,200,1,150.475,1,2,1,121,Lost
13481,2011-03-28 09:07:00,2011-10-25 09:07:00,5,1804.56,1142,45,0,360.912,3,4,4,344,Loyal customers
13482,2011-04-21 17:03:00,2011-04-21 17:03:00,1,184.64,116,232,1,184.64,1,1,1,111,Lost
13483,2011-10-05 11:53:00,2011-10-05 11:53:00,1,140.34,160,65,0,140.34,2,1,1,211,Lost
13484,2011-04-12 16:30:00,2011-04-12 16:30:00,1,313.8,44,241,1,313.8,1,1,2,112,Lost
13485,2011-04-20 13:58:00,2011-04-20 13:58:00,1,454.24,277,233,1,454.24,1,1,2,112,Lost
13486,2011-07-07 17:19:00,2011-09-22 13:13:00,3,1122.41,669,78,0,374.1366666666667,2,3,3,233,At risk
13487,2010-12-21 14:54:00,2011-10-13 12:07:00,3,575.4,265,57,0,191.79999999999998,2,3,2,232,At risk
13488,2010-12-07 13:01:00,2011-11-22 14:41:00,13,8968.31,4518,17,0,689.87,4,4,4,444,Champions
13489,2011-02-18 10:42:00,2011-08-26 13:16:00,4,449.52,560,105,1,112.38,2,3,2,232,At risk
13491,2010-12-02 14:30:00,2011-10-19 08:32:00,10,1215.82,903,51,0,121.582,2,4,3,243,At risk
13492,2011-05-09 10:06:00,2011-07-26 14:25:00,3,1269.84,408,136,1,423.28,2,3,3,233,At risk
13493,2011-02-25 16:42:00,2011-03-09 15:35:00,2,618.63,380,275,1,309.315,1,2,2,122,Lost
13494,2011-02-01 11:58:00,2011-02-01 11:58:00,1,316.26000000000005,162,311,1,316.26000000000005,1,1,2,112,Lost
13495,2010-12-06 15:14:00,2011-12-02 11:21:00,5,2044.8700000000001,829,7,0,408.97400000000005,4,4,4,444,Champions
13496,2010-12-15 10:17:00,2011-11-29 10:58:00,2,653.33,341,10,0,326.665,4,2,2,422,Promising
13497,2010-12-06 11:37:00,2011-03-02 09:04:00,2,348.05,163,282,1,174.025,1,2,2,122,Lost
13499,2011-03-15 08:52:00,2011-11-22 11:21:00,5,1159.11,1365,17,0,231.82199999999997,4,4,3,443,Loyal customers
13500,2011-08-09 12:20:00,2011-11-16 15:35:00,3,1166.77,609,23,0,388.92333333333335,3,3,3,333,Loyal customers
13501,2011-02-24 18:59:00,2011-02-24 18:59:00,1,1340.32,560,288,1,1340.32,1,1,3,113,High value lapsed
13502,2011-01-20 09:03:00,2011-11-23 10:39:00,3,292.0,264,16,0,97.33333333333333,4,3,1,431,Loyal customers
13503,2011-09-29 13:23:00,2011-09-29 13:23:00,1,216.85,248,71,0,216.85,2,1,1,211,Lost
13504,2011-10-06 13:20:00,2011-10-06 13:20:00,1,295.93,178,64,0,295.93,2,1,1,211,Lost
13505,2011-04-21 12:07:00,2011-09-28 11:56:00,4,4393.63,2486,72,0,1098.4075,2,3,4,234,At risk
13506,2010-12-05 12:15:00,2011-01-27 13:53:00,2,458.52,324,316,1,229.26,1,2,2,122,Lost
13507,2011-07-17 11:50:00,2011-12-06 13:13:00,4,2479.16,1597,3,0,619.79,4,3,4,434,Loyal customers
13508,2011-04-10 11:58:00,2011-04-10 11:58:00,1,110.97,24,243,1,110.97,1,1,1,111,Lost
13509,2011-02-28 13:27:00,2011-12-01 10:10:00,7,979.72,1106,8,0,139.96,4,4,3,443,Loyal customers
13510,2011-06-09 09:32:00,2011-12-08 13:46:00,4,1791.56,1386,1,0,447.89,4,3,4,434,Loyal customers
13512,2011-03-24 10:03:00,2011-03-24 10:03:00,1,251.21,143,260,1,251.21,1,1,1,111,Lost
13513,2011-08-05 11:50:00,2011-08-05 11:50:00,1,205.1,109,126,1,205.1,2,1,1,211,Lost
13514,2011-09-27 09:39:00,2011-09-27 09:39:00,1,152.20000000000002,40,73,0,152.20000000000002,2,1,1,211,Lost
13515,2011-04-06 10:33:00,2011-09-28 11:26:00,4,891.12,681,72,0,222.78,2,3,3,233,At risk
13516,2011-04-15 11:06:00,2011-11-18 13:15:00,3,1389.41,985,21,0,463.1366666666667,3,3,3,333,Loyal customers
13517,2011-06-13 08:44:00,2011-10-11 11:43:00,3,2128.42,1369,59,0,709.4733333333334,2,3,4,234,At risk
13518,2011-09-15 10:29:00,2011-09-15 10:29:00,1,627.16,382,85,0,627.16,2,1,2,212,Lost
13519,2011-09-22 18:24:00,2011-09-22 18:24:00,1,122.75,23,78,0,122.75,2,1,1,211,Lost
13520,2010-12-03 10:36:00,2011-10-12 10:20:00,6,3624.35,1649,58,0,604.0583333333333,2,4,4,244,At risk
13521,2011-11-29 15:09:00,2011-12-08 13:50:00,3,1071.73,718,1,0,357.24333333333334,4,3,3,433,Loyal customers
13522,2011-11-09 15:11:00,2011-11-09 15:11:00,1,125.80000000000001,44,30,0,125.80000000000001,3,1,1,311,Promising
13523,2010-12-08 14:22:00,2011-11-06 15:11:00,5,3964.88,1752,33,0,792.976,3,4,4,344,Loyal customers
13524,2011-05-04 12:26:00,2011-10-30 12:34:00,5,680.1800000000001,324,40,0,136.036,3,4,3,343,Loyal customers
13525,2011-04-05 15:36:00,2011-11-25 12:01:00,2,628.78,394,14,0,314.39,4,2,2,422,Promising
13527,2011-01-17 11:17:00,2011-11-06 12:04:00,7,2242.36,1683,33,0,320.33714285714285,3,4,4,344,Loyal customers
13529,2011-05-19 11:50:00,2011-09-22 09:15:00,2,307.76,74,78,0,153.88,2,2,2,222,Lost
13531,2010-12-08 15:03:00,2011-05-18 16:56:00,2,483.8,174,205,1,241.9,1,2,2,122,Lost
13532,2011-11-06 12:25:00,2011-11-06 12:25:00,1,210.31,129,33,0,210.31,3,1,1,311,Promising
13533,2011-03-17 12:47:00,2011-06-10 11:54:00,3,269.09,202,182,1,89.69666666666666,1,3,1,131,Lost
13534,2010-12-16 15:23:00,2011-12-07 14:52:00,25,5870.08,2961,2,0,234.8032,4,4,4,444,Champions
13536,2011-09-25 13:30:00,2011-12-08 16:38:00,7,3444.39,2126,1,0,492.05571428571426,4,4,4,444,Champions
13538,2011-01-28 10:40:00,2011-10-27 16:34:00,7,1280.85,175,43,0,182.97857142857143,3,4,3,343,Loyal customers
13539,2011-02-03 15:23:00,2011-09-15 10:18:00,3,631.34,320,85,0,210.4466666666667,2,3,2,232,At risk
13544,2011-04-13 12:09:00,2011-10-31 11:57:00,2,276.06,112,39,0,138.03,3,2,1,321,Promising
13546,2011-05-23 12:14:00,2011-11-27 14:50:00,3,621.09,357,12,0,207.03,4,3,2,432,Loyal customers
13548,2011-04-10 11:35:00,2011-09-04 14:50:00,2,678.16,436,96,1,339.08,2,2,3,223,High value lapsed
13549,2011-04-11 13:42:00,2011-11-14 09:20:00,7,918.2,458,25,0,131.17142857142858,3,4,3,343,Loyal customers
13551,2011-01-24 14:46:00,2011-01-24 14:46:00,1,91.80000000000001,12,319,1,91.80000000000001,1,1,1,111,Lost
13552,2011-01-28 10:10:00,2011-10-04 15:19:00,12,3740.07,1417,66,0,311.6725,2,4,4,244,At risk
13555,2011-05-22 11:06:00,2011-09-27 12:36:00,4,4098.88,2636,73,0,1024.72,2,3,4,234,At risk
13557,2011-03-04 12:14:00,2011-11-11 15:24:00,2,584.06,546,28,0,292.03,3,2,2,322,Promising
13558,2011-10-02 13:01:00,2011-12-04 11:24:00,4,594.52,338,5,0,148.63,4,3,2,432,Loyal customers
13560,2011-12-02 13:11:00,2011-12-02 13:11:00,1,171.42000000000002,63,7,0,171.42000000000002,4,1,1,411,Promising
13561,2011-05-08 12:39:00,2011-05-08 12:39:00,1,141.85999999999999,83,215,1,141.85999999999999,1,1,1,111,Lost
13562,2011-04-08 12:42:00,2011-09-19 10:51:00,3,1799.33,757,81,0,599.7766666666666,2,3,4,234,At risk
13563,2011-07-22 17:21:00,2011-09-16 14:45:00,2,777.53,209,84,0,388.765,2,2,3,223,High value lapsed
13564,2010-12-06 17:26:00,2011-07-18 14:33:00,3,1724.67,636,144,1,574.89,1,3,4,134,Lost
13565,2011-01-09 14:28:00,2011-11-20 14:33:00,2,240.22,172,19,0,120.11,3,2,1,321,Promising
13566,2011-09-18 12:40:00,2011-10-30 11:59:00,2,856.84,567,40,0,428.42,3,2,3,323,Promising
13568,2011-06-19 14:42:00,2011-06-19 14:42:00,1,187.05,66,173,1,187.05,1,1,1,111,Lost
13569,2010-12-07 12:29:00,2011-11-22 13:07:00,2,338.62,156,17,0,169.31,4,2,2,422,Promising
13570,2011-04-10 13:36:00,2011-04-10 13:36:00,1,239.49,161,243,1,239.49,1,1,1,111,Lost
13571,2011-03-31 12:43:00,2011-11-27 10:47:00,12,2088.94,1757,12,0,174.07833333333335,4,4,4,444,Champions
13572,2011-05-18 11:59:00,2011-05-18 11:59:00,1,1384.25,534,205,1,1384.25,1,1,3,113,High value lapsed
13573,2011-03-31 14:47:00,2011-10-20 14:33:00,2,290.25,302,50,0,145.125,3,2,1,321,Promising
13575,2011-06-16 14:24:00,2011-11-16 13:14:00,5,732.0699999999999,449,23,0,146.414,3,4,3,343,Loyal customers
13576,2010-12-01 17:24:00,2011-11-29 15:34:00,18,6717.34,2646,10,0,373.18555555555554,4,4,4,444,Champions
13577,2011-04-12 10:33:00,2011-11-14 15:19:00,4,1687.6000000000001,791,25,0,421.90000000000003,3,3,4,334,Loyal customers
13579,2010-12-05 16:10:00,2011-11-25 08:41:00,2,467.04,176,14,0,233.52,4,2,2,422,Promising
13581,2011-02-03 14:41:00,2011-02-03 14:41:00,1,118.0,30,309,1,118.0,1,1,1,111,Lost
13583,2011-07-07 10:40:00,2011-07-07 10:40:00,1,781.03,725,155,1,781.03,1,1,3,113,High value lapsed
13584,2011-02-06 12:49:00,2011-02-06 12:49:00,1,142.4,37,306,1,142.4,1,1,1,111,Lost
13587,2011-10-07 12:31:00,2011-10-07 12:31:00,1,712.4,180,63,0,712.4,2,1,3,213,High value lapsed
13588,2011-03-29 15:53:00,2011-11-24 10:42:00,9,2478.95,2606,15,0,275.43888888888887,4,4,4,444,Champions
13589,2011-06-13 12:44:00,2011-11-25 12:10:00,2,379.65,114,14,0,189.825,4,2,2,422,Promising
13590,2011-02-09 13:25:00,2011-11-28 12:54:00,6,1981.92,1848,11,0,330.32,4,4,4,444,Champions
13591,2011-03-18 12:18:00,2011-10-06 12:26:00,3,1117.13,485,64,0,372.3766666666667,2,3,3,233,At risk
13592,2011-03-20 14:01:00,2011-11-04 09:49:00,4,247.95999999999998,84,35,0,61.989999999999995,3,3,1,331,Loyal customers
13593,2011-01-07 16:32:00,2011-08-23 13:35:00,5,2011.88,719,108,1,402.37600000000003,2,4,4,244,At risk
13594,2011-10-18 10:19:00,2011-10-18 10:19:00,1,396.97,359,52,0,396.97,2,1,2,212,Lost
13596,2011-11-27 11:57:00,2011-12-04 12:01:00,2,664.11,384,5,0,332.055,4,2,2,422,Promising
13598,2011-10-23 14:28:00,2011-10-23 14:28:00,1,160.04,52,47,0,160.04,3,1,1,311,Promising
13599,2010-12-08 10:11:00,2011-12-08 16:10:00,21,5149.92,3293,1,0,245.2342857142857,4,4,4,444,Champions
13600,2011-01-31 15:27:00,2011-01-31 15:27:00,1,219.52,324,312,1,219.52,1,1,1,111,Lost
13601,2011-05-12 16:52:00,2011-10-25 17:31:00,2,693.32,548,45,0,346.66,3,2,3,323,Promising
13602,2011-10-06 11:47:00,2011-10-06 11:47:00,1,428.89,267,64,0,428.89,2,1,2,212,Lost
13603,2011-11-13 15:57:00,2011-11-13 15:57:00,1,164.34,164,26,0,164.34,3,1,1,311,Promising
13606,2011-02-01 11:42:00,2011-11-10 17:46:00,3,276.75,276,29,0,92.25,3,3,1,331,Loyal customers
13607,2011-10-30 16:17:00,2011-10-30 16:17:00,1,675.51,288,40,0,675.51,3,1,3,313,Promising
13610,2011-02-27 14:44:00,2011-11-27 15:38:00,7,1082.33,488,12,0,154.6185714285714,4,4,3,443,Loyal customers
13611,2010-12-15 10:31:00,2011-09-11 14:51:00,3,1154.4,754,89,0,384.8,2,3,3,233,At risk
13614,2011-01-13 12:37:00,2011-11-15 14:47:00,4,1585.46,564,24,0,396.365,3,3,3,333,Loyal customers
13615,2011-01-25 08:21:00,2011-01-25 08:21:00,1,417.69,189,318,1,417.69,1,1,2,112,Lost
13617,2011-06-12 12:55:00,2011-10-30 13:50:00,3,544.18,300,40,0,181.39333333333332,3,3,2,332,Loyal customers
13618,2011-06-19 11:09:00,2011-06-19 11:09:00,1,177.34,246,173,1,177.34,1,1,1,111,Lost
13621,2011-08-15 08:26:00,2011-08-15 08:26:00,1,213.85,343,116,1,213.85,2,1,1,211,Lost
13623,2011-02-15 13:08:00,2011-11-09 12:00:00,5,727.74,286,30,0,145.548,3,4,3,343,Loyal customers
13626,2011-04-01 10:05:00,2011-04-01 10:05:00,1,257.23,209,252,1,257.23,1,1,1,111,Lost
13627,2010-12-17 09:52:00,2011-10-11 14:20:00,5,1638.47,1269,59,0,327.694,2,4,3,243,At risk
13629,2011-01-05 12:09:00,2011-11-16 13:21:00,11,7792.36,4372,23,0,708.3963636363636,3,4,4,344,Loyal customers
13630,2011-02-27 12:49:00,2011-12-04 15:16:00,7,2031.78,1391,5,0,290.2542857142857,4,4,4,444,Champions
13631,2011-03-17 17:13:00,2011-09-01 09:57:00,11,3070.42,467,99,1,279.1290909090909,2,4,4,244,At risk
13632,2011-04-10 15:07:00,2011-11-15 10:51:00,5,2118.93,1031,24,0,423.78599999999994,3,4,4,344,Loyal customers
13634,2011-01-16 15:30:00,2011-11-06 13:40:00,5,1547.3600000000001,700,33,0,309.47200000000004,3,4,3,343,Loyal customers
13635,2011-10-03 10:55:00,2011-10-03 10:55:00,1,1071.03,677,67,0,1071.03,2,1,3,213,High value lapsed
13636,2011-02-27 14:29:00,2011-11-03 10:30:00,5,949.12,592,36,0,189.824,3,4,3,343,Loyal customers
13637,2011-04-27 13:06:00,2011-10-18 13:32:00,3,804.3,405,52,0,268.09999999999997,2,3,3,233,At risk
13638,2011-11-24 10:38:00,2011-11-24 10:38:00,1,122.64,93,15,0,122.64,4,1,1,411,Promising
13639,2011-09-26 13:36:00,2011-09-26 13:36:00,1,1033.34,800,74,0,1033.34,2,1,3,213,High value lapsed
13642,2011-05-08 12:34:00,2011-05-08 12:34:00,1,312.28,151,215,1,312.28,1,1,2,112,Lost
13643,2011-06-07 11:40:00,2011-11-08 15:37:00,3,519.44,273,31,0,173.14666666666668,3,3,2,332,Loyal customers
13644,2011-08-26 11:53:00,2011-11-23 14:07:00,4,2624.26,2067,16,0,656.065,4,3,4,434,Loyal customers
13645,2011-08-11 16:11:00,2011-08-11 16:11:00,1,252.1,158,120,1,252.1,2,1,1,211,Lost
13647,2011-04-19 09:49:00,2011-11-30 12:00:00,4,1648.1200000000001,887,9,0,412.03000000000003,4,3,3,433,Loyal customers
13649,2010-12-08 14:46:00,2011-03-28 11:51:00,2,346.6,139,256,1,173.3,1,2,2,122,Lost
13650,2011-03-17 12:37:00,2011-11-23 12:22:00,6,1836.34,922,16,0,306.0566666666667,4,4,4,444,Champions
13651,2011-10-31 12:11:00,2011-11-04 14:59:00,2,94.2,33,35,0,47.1,3,2,1,321,Promising
13652,2010-12-06 09:21:00,2011-10-25 08:51:00,3,1095.08,578,45,0,365.02666666666664,3,3,3,333,Loyal customers
13654,2011-03-11 12:54:00,2011-10-27 16:24:00,6,2707.33,2182,43,0,451.22166666666664,3,4,4,344,Loyal customers
13655,2011-04-12 09:53:00,2011-08-17 14:25:00,2,932.97,605,114,1,466.485,2,2,3,223,High value lapsed
13656,2011-01-06 15:42:00,2011-06-28 10:31:00,2,379.65,490,164,1,189.825,1,2,2,122,Lost
13657,2011-05-22 12:35:00,2011-11-29 12:32:00,2,382.14,209,10,0,191.07,4,2,2,422,Promising
13658,2011-05-19 17:15:00,2011-11-30 10:13:00,5,2639.17,1019,9,0,527.8340000000001,4,4,4,444,Champions
13659,2011-01-23 12:08:00,2011-05-18 12:37:00,2,1563.0,882,205,1,781.5,1,2,3,123,High value lapsed
13662,2011-03-25 13:23:00,2011-09-15 12:04:00,3,881.26,533,85,0,293.75333333333333,2,3,3,233,At risk
13663,2011-06-13 15:44:00,2011-06-13 15:44:00,1,189.47,91,179,1,189.47,1,1,1,111,Lost
13666,2011-02-25 13:05:00,2011-10-10 15:39:00,3,84.65,41,60,0,28.21666666666667,2,3,1,231,At risk
13667,2011-07-13 15:42:00,2011-07-13 15:42:00,1,299.05,149,149,1,299.05,1,1,1,111,Lost
13668,2010-12-12 12:35:00,2011-12-07 12:11:00,21,6309.83,3722,2,0,300.46809523809526,4,4,4,444,Champions
13669,2011-07-13 11:44:00,2011-10-20 09:32:00,2,218.55,237,50,0,109.275,3,2,1,321,Promising
13670,2011-09-25 15:25:00,2011-09-25 15:25:00,1,349.7,282,75,0,349.7,2,1,2,212,Lost
13672,2011-01-11 13:54:00,2011-02-11 13:53:00,2,186.39000000000001,57,301,1,93.19500000000001,1,2,1,121,Lost
13673,2011-11-07 15:40:00,2011-11-21 12:11:00,2,387.44,114,18,0,193.72,3,2,2,322,Promising
13675,2011-02-28 12:14:00,2011-07-11 12:57:00,2,486.82000000000005,330,151,1,243.41000000000003,1,2,2,122,Lost
13678,2011-07-11 10:14:00,2011-07-11 10:14:00,1,232.6,924,151,1,232.6,1,1,1,111,Lost
13680,2011-01-04 14:12:00,2011-12-08 13:47:00,4,3719.12,1934,1,0,929.78,4,3,4,434,Loyal customers
13681,2011-07-07 15:21:00,2011-11-22 11:13:00,4,827.83,360,17,0,206.9575,4,3,3,433,Loyal customers
13682,2011-06-05 14:06:00,2011-06-05 14:06:00,1,59.5,10,187,1,59.5,1,1,1,111,Lost
13684,2011-02-27 10:13:00,2011-02-27 10:13:00,1,65.13,38,285,1,65.13,1,1,1,111,Lost
13685,2011-10-10 12:59:00,2011-12-07 11:41:00,7,3119.44,5056,2,0,445.63428571428574,4,4,4,444,Champions
13686,2011-06-10 09:10:00,2011-06-10 09:10:00,1,72.0,70,182,1,72.0,1,1,1,111,Lost
13689,2011-10-07 13:21:00,2011-10-07 13:21:00,1,910.0,512,63,0,910.0,2,1,3,213,High value lapsed
13690,2011-10-11 15:03:00,2011-10-11 15:03:00,1,172.25,67,59,0,172.25,2,1,1,211,Lost
13692,2011-04-17 12:57:00,2011-11-15 11:17:00,3,1488.32,1226,24,0,496.1066666666666,3,3,3,333,Loyal customers
13694,2010-12-01 12:12:00,2011-12-06 09:32:00,50,65039.62,63312,3,0,1300.7924,4,4,4,444,Champions
13695,2011-03-25 11:31:00,2011-11-08 14:26:00,15,2504.13,1603,31,0,166.942,3,4,4,344,Loyal customers
13697,2011-11-01 09:14:00,2011-11-01 09:14:00,1,151.29999999999998,177,38,0,151.29999999999998,3,1,1,311,Promising
13699,2011-07-07 16:51:00,2011-07-07 16:51:00,1,308.58000000000004,66,155,1,308.58000000000004,1,1,2,112,Lost
13700,2011-01-16 13:18:00,2011-11-13 13:00:00,10,2248.63,2281,26,0,224.863,3,4,4,344,Loyal customers
13703,2011-01-25 13:10:00,2011-01-25 13:10:00,1,99.5,10,318,1,99.5,1,1,1,111,Lost
